fid,SAMNumber,Name,Period,SiteType,Report,lon,lat
"5022",MG313     ,Mynydd Lluest Fach barrow cemetery                                                                                                                    ,Prehistoric,Ring Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=4216,"-3.62941184346132","52.6597442412125"
"5023",MG314     ,Ffridd Cwm y Ffynnon round barrow                                                                                                                     ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=4219,"-3.5997597067528","52.6317451794747"
"5024",RD249     ,Moel Dod round barrow                                                                                                                                 ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=4220,"-3.35652646572973","52.3793957039884"
"5025",MG311     ,Moelfre round barrow                                                                                                                                  ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=4221,"-3.70114995160914","52.5708233394119"
"5026",MG310     ,Esgair y Ffordd ring cairn                                                                                                                            ,Prehistoric,Ring Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=4222,"-3.78295001810659","52.5154931993043"
"5027",MM335     ,Graig Foel medieval ringwork                                                                                                                          ,Medieval,Ringwork,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=4223,"-2.91367139357236","51.7046199497003"
"5028",PE499     ,Carn Ferched platform cairn                                                                                                                           ,Prehistoric,Platform Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=4225,"-4.69027437069894","51.9646892056963"
"5029",PE496     ,Cerrig Lladron stone row                                                                                                                              ,Prehistoric,Stone Row,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=4226,"-4.81528085355165","51.9552648911178"
"5030",PE497     ,Rhos Fach standing stone pair                                                                                                                         ,Prehistoric,Stone Row,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=4227,"-4.71574983895656","51.9415774086819"
"5031",PE498     ,Carn Menyn chambered cairn                                                                                                                            ,Prehistoric,Chambered Tomb,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=4228,"-4.70807430434479","51.9608690575612"
"5032",RD258     ,Penybont Common Roman road and early turnpike road                                                                                                    ,Roman,Road,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=4229,"-3.28088102515182","52.2759750767227"
"5033",PE500     ,Mynydd Crwn standing stone                                                                                                                            ,Prehistoric,Standing Stone,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=4230,"-4.77745541644966","51.9338059993814"
"5034",RD253     ,Shepherd's Tump round barrow                                                                                                                          ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=4231,"-3.23990743255821","52.2802170730908"
"5035",RD259,Llandrindod Wells Roman road,Roman,Road,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=4232,"-3.38692085249831","52.2334446003868"
"5036",RD257     ,Black Mixen round barrow                                                                                                                              ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=4233,"-3.17896729701286","52.2718357835896"
"5037",BR323     ,Cefn Esgair-Carnau round cairn (N)                                                                                                                    ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=4234,"-3.47840716670106","51.8227288868043"
"5038",RD254     ,Great Rhos round barrow                                                                                                                               ,Prehistoric,Round Barrow,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=4235,"-3.2094505844883","52.2692907675503"
"5039",CM366,"Dolauhirion, section of Roman road N of",Roman,Road,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=4236,"-3.80572788296149","52.0125732155792"
"5040",BR322     ,Garn Fawr round cairn                                                                                                                                 ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=4237,"-3.27328563596009","51.8279822356088"
"5041",BR325     ,Cefn Esgair-Carnau round cairn (S)                                                                                                                    ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=4238,"-3.48054037572412","51.820748602912"
"5042",BR324     ,Cefn Esgair-Carnau round cairn and long hut                                                                                                           ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=4239,"-3.47896363260925","51.8211855748835"
"5043",BR326     ,Bedd Gwyl Illtyd round cairn                                                                                                                          ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=4240,"-3.49356332751688","51.9265432003258"
"5044",BR327     ,Bryn Llechwen ring cairn                                                                                                                              ,Prehistoric,Ring Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=4241,"-3.71874458809247","51.7791878826607"
"5045",MG316     ,Siglem Las conjoined round cairns                                                                                                                     ,Prehistoric,Round Cairn,http://cadwpublic-api.azurewebsites.net/reports/sam/FullReport?lang=en&id=4242,"-3.4462040411627","52.8001936908557"
